AnswerId	PromptId	Score1	AnswerText
MS.43b.103.1	MS_43b	2.0	They could use grams to weigh them.
MS.43b.115.1	MS_43b	0.0	Use mass pieces.
MS.43b.116.1	MS_43b	2.0	They could both use the metric unit grams.
MS.43b.118.1	MS_43b	0.0	They should use the same marbles.
MS.43b.136.1	MS_43b	0.0	They should use the same marbles.
MS.43b.147.1	MS_43b	0.0	Use little marbles.
MS.43b.153.1	MS_43b	0.0	35 grams to a glass case, 60 grams to a big book.
MS.43b.171.1	MS_43b	0.0	They could redo it to see if they weighed the right mass.
MS.43b.180.1	MS_43b	2.0	Use gram or standard unit of measurement.
MS.43b.183.1	MS_43b	2.0	They should use grams instead.
MS.43b.276.1	MS_43b	2.0	They should use a standard unit.
MS.43b.278.1	MS_43b	2.0	Use a standard unit like grams.
MS.43b.286.1	MS_43b	0.0	Because they weighed different but the same answer.
MS.43b.293.1	MS_43b	0.0	If Jin's and Bee's groups can use a balance beam.
MS.43b.315.1	MS_43b	2.0	Always use grams to know who much it weighs.
MS.43b.317.1	MS_43b	2.0	They should use a standard measurement to weigh the apple.
MS.43b.324.1	MS_43b	2.0	They can use grams.
MS.43b.349.1	MS_43b	0.0	Use the same stuff.
MS.43b.359.1	MS_43b	0.0	Weighed the apple again.
MS.43b.381.1	MS_43b	0.0	Zero out the balance.
MS.43b.391.1	MS_43b	2.0	Use a standard like a gram.
MS.43b.396.1	MS_43b	0.0	Get the same size apples.
MS.43b.426.1	MS_43b	0.0	To use a ruler to see if the 2 apples are different.
MS.43b.452.1	MS_43b	0.0	Use same sized marbles.
MS.43b.488.1	MS_43b	0.0	I think they both did it wrong because we measured it and it was 150.
MS.43b.498.1	MS_43b	0.0	They could weigh it.
MS.43b.501.1	MS_43b	0.0	They should be with a balance.
MS.43b.504.1	MS_43b	0.0	Maybe because the marbles are different sizes.
MS.43b.521.1	MS_43b	2.0	Use grams, use standard.
MS.43b.533.1	MS_43b	2.0	Use a standard, grams.
MS.43b.566.1	MS_43b	2.0	They should use grams to weigh the apple.
MS.43b.592.1	MS_43b	0.0	Use same size marbles.
MS.43b.594.1	MS_43b	0.0	Use the same marbles.
MS.43b.599.1	MS_43b	0.0	Use mass pieces.
MS.43b.600.1	MS_43b	0.0	Get the same size.
MS.43b.607.1	MS_43b	0.0	One group could use an apple then when they are done the other group could use it.
MS.43b.143.1	MS_43b	0.0	They should zero their balances.
MS.43b.174.1	MS_43b	0.0	Get the same marbles.
MS.43b.417.1	MS_43b	0.0	They should zero it out before they put the apple in.
MS.43b.532.1	MS_43b	2.0	Use grams.
