AnswerId	PromptId	Score1	AnswerText
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj3-l2.qa107	HYBRID_BURNED_OUT_WHY_Q1	2.0	because bulb b and c will not be contained in a closed path with the battery
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj7-l2.qa111	HYBRID_BURNED_OUT_WHY_Q1	2.0	there is no closed path that contains the battery, bulb b, and bulb c
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj8-l2.qa118	HYBRID_BURNED_OUT_WHY_Q1	1.0	Because they are connected
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj8-l2.qa119	HYBRID_BURNED_OUT_WHY_Q1	0.0	they are within the same path
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj8-l2.qa120	HYBRID_BURNED_OUT_WHY_Q1	0.0	bulb b and bulb c are both contained in the same path as bulb
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj8-l2.qa121	HYBRID_BURNED_OUT_WHY_Q1	0.0	ki
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj9-l2.qa112	HYBRID_BURNED_OUT_WHY_Q1	2.0	because bulbs b and c are no longer contained in a closed path with the battery.
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj10-l2.qa115	HYBRID_BURNED_OUT_WHY_Q1	2.0	because damaged bulb a creates a gap
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj10-l2.qa116	HYBRID_BURNED_OUT_WHY_Q1	2.0	bulb a creates a gap and makes an open path
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj10-l2.qa117	HYBRID_BURNED_OUT_WHY_Q1	0.0	bulb a is contained in a closed circuit with the battery
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj11-l2.qa116	HYBRID_BURNED_OUT_WHY_Q1	2.0	because bulb A creates a gap in the closed path.
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj12-l2.qa121	HYBRID_BURNED_OUT_WHY_Q1	1.0	If bulb a is damaged it creates a gap
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj12-l2.qa122	HYBRID_BURNED_OUT_WHY_Q1	1.0	if bulb a is damaged, bulb a creates a gap in the path
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj12-l2.qa123	HYBRID_BURNED_OUT_WHY_Q1	1.0	Bulb a creates a gap and bulbs b and c can not light
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj13-l2.qa121	HYBRID_BURNED_OUT_WHY_Q1	1.0	bulbs b and c are in the same path.
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj13-l2.qa122	HYBRID_BURNED_OUT_WHY_Q1	0.0	bulb a is not in the same path of bulbs b and c.
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj13-l2.qa123	HYBRID_BURNED_OUT_WHY_Q1	2.0	bulb a is in the same path of bulbs b and c.
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q1.sbj14-l2.qa117	HYBRID_BURNED_OUT_WHY_Q1	2.0	Bulb B and bulb c were on the same path as bulb A.
