AnswerId	PromptId	Score1	AnswerText
MX.52b.385.1	MX_52b	1.0	Because it look a lot like alum.
MX.52b.389.1	MX_52b	1.0	I chose it because I looked at the key below and I saw the same shape.
MX.52b.391.1	MX_52b	1.0	Because they are the same shape.
MX.52b.396.1	MX_52b	2.0	Because the particles in her dish, look like the ones in the box down below labeled alum.
MX.52b.400.1	MX_52b	2.0	Because on the key alum is a hexagon and a hexagon in the middle with lines going from each point to the point on the hexagon inside.
MX.52b.416.1	MX_52b	1.0	I chose alum because it looks like alum and the mystery solution have the same pattern.
MX.52b.431.1	MX_52b	1.0	Because you see the picture in the dish and it looks the same.
MX.52b.456.1	MX_52b	2.0	I looked at the crystal shape key and it looks most like alum.
MX.52b.460.1	MX_52b	1.0	Because they look the same.
MX.52b.465.1	MX_52b	1.0	Well I look at the key below and I saw the same way it looked at the top.
MX.52b.468.1	MX_52b	0.0	Because that is what it is call and we talks about that is what it is call.
MX.52b.471.1	MX_52b	0.0	Because I thought it was the best answer.
MX.52b.473.1	MX_52b	2.0	I looked at the pictures below and one of them looked like mystery solution looked at it said alum I picked alum.
MX.52b.486.1	MX_52b	0.0	Because crystals look like a small amount and have lines on the side something each crystal has its own shape.
MX.52b.490.1	MX_52b	1.0	I looked at the pictures and words and I tried to see which one matched the crystals in the circle.
MX.52b.493.1	MX_52b	1.0	Because picture tips of crystal like the same.
MX.52b.503.1	MX_52b	0.0	Because that is the picture Emily drew. Crystals have different shapes.
MX.52b.528.1	MX_52b	0.0	You can see it on the pictures.
MX.52b.533.1	MX_52b	0.0	Just a wild guess.
MX.52b.539.1	MX_52b	1.0	Because it showed what alum looks like at the bottom.
MX.52b.556.1	MX_52b	1.0	Because they look the same.
MX.52b.557.1	MX_52b	1.0	Because they look like they have the same properties.
MX.52b.559.1	MX_52b	1.0	I chose that answer, because the picture look the same.
MX.52b.565.1	MX_52b	2.0	Because picture show the exact same thing as alum in the picture below.
MX.52b.595.1	MX_52b	1.0	Because they look the same.
MX.52b.600.1	MX_52b	1.0	The alum has the same pattern and it looks the same.
MX.52b.601.1	MX_52b	1.0	I chose that answer because it looks the same like the drawing in the circle.
MX.52b.606.1	MX_52b	0.0	Because it shows the pictures below.
MX.52b.611.1	MX_52b	0.0	I chose that answer because when I look down the picture it look the same as the picture up there.
MX.52b.612.1	MX_52b	0.0	Because the picture down below of Epsom salt has no lines or anything.
MX.52b.626.1	MX_52b	1.0	Because her drawing looks the same as the one in the shape key.
MX.52b.633.1	MX_52b	2.0	The alum in the picture below is a tall hexagon the crystal in the picture above is also a tall hexagon so it led me to the conclusion that they are the same.
MX.52b.638.1	MX_52b	2.0	Because alum looks like the picture above.
MX.52b.639.1	MX_52b	2.0	Because it looks like alum but more crystals.
MX.52b.643.1	MX_52b	1.0	I chose it because on the key it looks the same as the crystal evaporating dish.
MX.52b.648.1	MX_52b	0.0	It looks closer than the other.
MX.52b.397.1	MX_52b	1.0	The crystals are the same shape and they look the same.
MX.52b.425.1	MX_52b	2.0	Because in the key, alum is the exact same pattern as the one above.
MX.52b.459.1	MX_52b	0.0	I think that the Epsom salt because it look like salt crystal. It is sodium hyposulfite or alum.
MX.52b.607.1	MX_52b	2.0	Because below the alum picture looks just like the one above.
