AnswerId	PromptId	Score1	AnswerText
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj3-l1.qa52	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	the battery is not contained in a closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj7-l1.qa52	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	the battery is  not contained in a closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj8-l1.qa67	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	Because it is in an incomplete path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj8-l1.qa68	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	The path does not close
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj9-l1.qa54	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	The battery is not in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj10-l1.qa62	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	circuit 4 is contained in an open path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj10-l1.qa63	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	the batteries terminals are not connected
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj11-l1.qa71	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	the bulb is in the closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj12-l1.qa49	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	The battery is not in a closed path so it can not be damaged
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj13-l1.qa59	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	it is not contained in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj13-l1.qa60	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	the bulb is not connected to the positive connection.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj13-l1.qa61	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	the bulb is not connected to the positive connection of the battery.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj13-l1.qa62	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	the battery is not contained in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj14-l1.qa64	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	Because neither components are in closed paths.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj14-l1.qa65	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	Because the battery and the bulb are not in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj14-l1.qa67	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	Because the battery is not in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj15-l1.qa78	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	the battery is not in a closed circuit
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj15-l1.qa79	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	the battery is not in a closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj22-l1.qa64	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	there is no closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj22-l1.qa65	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	because one end of the bulb is not connected to the positive side of te battery
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj22-l1.qa66	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	there is not a terminal connected to the positive path of the battery
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj22-l1.qa67	SHORT_CIRCUIT_EXPLAIN_Q_4	0.0	circuit 4 has no terminal to the bulb
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj23-l1.qa52	SHORT_CIRCUIT_EXPLAIN_Q_4	2.0	The battery and bulb are not in a closed path.
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj24-l1.qa62	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	not a closed path
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj26-l1.qa67	SHORT_CIRCUIT_EXPLAIN_Q_4	1.0	the bulb is not contained in a closed path
