AnswerId	PromptId	Score1	AnswerText
EM.45b.110.1	EM_45b	0.0	By letting it sit in a dish for a day.
EM.45b.113.1	EM_45b	2.0	Let the water evaporate and the salt is left behind.
EM.45b.114.1	EM_45b	2.0	The water evaporated and left salt crystals.
EM.45b.261.1	EM_45b	0.0	I saw a pinkish grayish color that was blocking the water.
EM.45b.383.1	EM_45b	0.0	You have to slowly tip the vial for only the water to go.
EM.45b.384.1	EM_45b	2.0	By pouring the water and salt into the thing, and letting the water evaporate.
EM.45b.385.1	EM_45b	0.0	By slowly pouring it in a tray.
EM.45b.395.1	EM_45b	2.0	The water evaporated so there was only salt left.
EM.45b.402.1	EM_45b	2.0	We put the water with the salt in it and put it outside for the water to evaporate.
EM.45b.416.1	EM_45b	0.0	I separated the salt from the water because the salt are on the rocks that are on the bottom and the water is on the top.
EM.45b.418.1	EM_45b	0.0	Because you can see salt in water.
EM.45b.420.1	EM_45b	2.0	I let the water evaporate.
EM.45b.421.1	EM_45b	2.0	The water dried up and left the salt.
EM.45b.431.1	EM_45b	2.0	We let the water evaporate.
EM.45b.435.1	EM_45b	2.0	The water dried up.
EM.45b.438.1	EM_45b	0.0	You just get water and the smashed mock rock and put the smashed rock and water together.
EM.45b.444.1	EM_45b	1.0	You put the water, a little bit, in a cup and leave it overnight.
EM.45b.454.1	EM_45b	2.0	We evaporated the salt from the water because the water evaporated and separated.
EM.45b.460.1	EM_45b	2.0	We put the water and salt in the Petri dish. The water evaporated and the salt became crystals.
EM.45b.472.1	EM_45b	0.0	We poured the salt into a Petri dish and poured the water out.
EM.45b.474.1	EM_45b	0.0	By the Petri dish.
EM.45b.476.1	EM_45b	2.0	By putting water in a Petri dish and letting the water evaporate.
EM.45b.477.1	EM_45b	0.0	Poured the top of the vial out.
EM.45b.491.1	EM_45b	2.0	The salt dissolved and the water evaporated and the salt went to the bottom.
EM.45b.497.1	EM_45b	2.0	We put it in a evaporation dish and the water evaporated.
EM.45b.502.1	EM_45b	2.0	I put it on the evaporating dish.
EM.45b.531.1	EM_45b	0.0	By pouring the water into the salt.
EM.45b.562.1	EM_45b	0.0	We poured the water out of the bottle.
EM.45b.574.1	EM_45b	2.0	Letting the water evaporate.
EM.45b.576.1	EM_45b	2.0	Put it on a dish and then the water gets in the air and the salt stays.
EM.45b.578.1	EM_45b	0.0	I do not know.
EM.45b.591.1	EM_45b	0.0	The salt separated with the water because the salt was heavier but the water was not even heavy.
EM.45b.599.1	EM_45b	2.0	We put the water in a clear cup and let it sit and the water evaporated and the salt stayed.
EM.45b.605.1	EM_45b	2.0	I put some water in a dish and let the water evaporate so the salt would stay.
EM.45b.626.1	EM_45b	1.0	Evaporate.
EM.45b.645.1	EM_45b	0.0	The crystals were salt.
EM.45b.299.1	EM_45b	2.0	We evaporated the water.
EM.45b.387.1	EM_45b	2.0	We poured just the water into another thing and let the water evaporate.
EM.45b.452.1	EM_45b	0.0	We kept the salt in the vial and put the water in the Petri dish.
EM.45b.533.1	EM_45b	1.0	Get all the water out.
